order_item_id,order_id,product_id,quantity,price_per_unit
433,433,31,1,179.99
434,434,4,1,249.99
435,435,16,1,699.99
436,436,8,1,4999.99
437,437,85,1,1199.99
438,438,61,1,999.99
439,439,23,1,1299.99
440,440,65,1,1199.99
441,441,90,1,3899.99
442,442,51,1,2099.99
443,443,73,1,999.99
444,444,56,1,1799.99
445,445,34,1,279.99
446,446,66,1,849.99
447,447,14,1,999.99
448,448,50,1,999.99
449,449,82,1,699.99
450,450,15,1,1099.99
451,451,90,1,3899.99
452,452,59,1,1199.99
453,453,9,1,449.99
454,454,90,1,3899.99
455,455,9,1,449.99
456,456,87,1,999.99
457,457,46,1,1699.99
458,458,85,1,1199.99
459,459,5,1,249.99
460,460,78,1,799.99
461,461,92,1,349.99
462,462,80,1,1299.99
463,463,32,1,179.99
464,464,61,1,999.99
465,465,69,1,1799.99
466,466,61,1,999.99
467,467,50,1,999.99
468,468,82,1,699.99
469,469,91,1,1099.99
470,470,33,1,149.99
471,471,39,1,1199.99
472,472,3,1,249.99
473,473,78,1,799.99
474,474,69,1,1799.99
475,475,48,1,1999.99
476,476,52,1,1799.99
477,477,60,1,1299.99
478,478,22,1,1299.99
479,479,5,1,249.99
480,480,69,1,1799.99
481,481,76,1,279.99
482,482,43,1,2099.99
483,483,73,1,999.99
484,484,49,1,1399.99
485,485,24,1,1999.99
486,486,42,1,719.99
487,487,35,1,279.99
488,488,65,1,1199.99
489,489,75,1,399.99
490,490,75,1,399.99
491,491,66,1,849.99
492,492,58,1,249.99
493,493,43,1,2099.99
494,494,94,1,149.99
495,495,21,1,999.99
496,496,37,1,399.99
497,497,57,1,699.99
498,498,94,1,149.99
499,499,33,1,149.99
500,500,93,1,1799.99
501,501,71,1,1499.99
502,502,82,1,699.99
503,503,75,1,399.99
504,504,74,1,399.99
505,505,86,1,329.99
506,506,95,1,499.99
507,507,93,1,1799.99
508,508,48,1,1999.99
509,509,25,1,2499.99
510,510,90,1,3899.99
511,511,83,1,699.99
512,512,40,1,2499.99
513,513,19,1,999.99
514,514,87,1,999.99
515,515,51,1,2099.99
516,516,43,1,2099.99
517,517,33,1,149.99
518,518,60,1,1299.99
519,519,21,1,999.99
520,520,36,1,399.99
521,521,92,1,349.99
522,522,14,1,999.99
523,523,90,1,3899.99
524,524,77,1,499.99
525,525,21,1,999.99
526,526,65,1,1199.99
527,527,9,1,449.99
528,528,3,1,249.99
529,529,65,1,1199.99
530,530,25,1,2499.99
531,531,47,1,999.99
532,532,43,1,2099.99
533,533,44,1,599.99
534,534,22,1,1299.99
535,535,9,1,449.99
536,536,57,1,699.99
537,537,41,1,899.99
538,538,54,1,1299.99
539,539,23,1,1299.99
540,540,42,1,719.99
541,541,23,1,1299.99
542,542,7,1,1799.99
543,543,57,1,699.99
544,544,80,1,1299.99
545,545,93,1,1799.99
546,546,71,1,1499.99
547,547,4,1,249.99
548,548,29,1,79.99
549,549,80,1,1299.99
550,550,24,1,1999.99
551,551,75,1,399.99
552,552,64,1,249.99
553,553,75,1,399.99
554,554,50,1,999.99
555,555,46,1,1699.99
556,556,55,1,649.99
557,557,66,1,849.99
558,558,55,1,649.99
559,559,36,1,399.99
560,560,56,1,1799.99
561,561,70,1,399.99
562,562,26,1,2499.99
563,563,17,1,699.99
564,564,59,1,1199.99
565,565,93,1,1799.99
566,566,66,1,849.99
567,567,66,1,849.99
568,568,12,1,599.99
569,569,34,1,279.99
570,570,60,1,1299.99
571,571,63,1,499.99
572,572,16,1,699.99
573,573,27,1,149.99
574,574,5,1,249.99
575,575,95,1,499.99
576,576,32,1,179.99
577,577,91,1,1099.99
578,578,29,1,79.99
579,579,76,1,279.99
580,580,80,1,1299.99
581,581,6,1,1299.99
582,582,9,1,449.99
583,583,90,1,3899.99
584,584,82,1,699.99
585,585,48,1,1999.99
586,586,56,1,1799.99
587,587,63,1,499.99
588,588,33,1,149.99
589,589,16,1,699.99
590,590,51,1,2099.99
591,591,92,1,349.99
592,592,64,1,249.99
593,593,4,1,249.99
594,594,71,1,1499.99
595,595,71,1,1499.99
596,596,1,1,199.99
597,597,89,1,299.99
598,598,48,1,1999.99
599,599,51,1,2099.99
600,600,60,1,1299.99
601,601,60,1,1299.99
602,602,94,1,149.99
603,603,88,1,349.99
604,604,86,1,329.99
605,605,17,1,699.99
606,606,72,1,169.99
607,607,97,1,1299.99
608,608,48,1,1999.99
609,609,68,1,1299.99
610,610,91,1,1099.99
611,611,76,1,279.99
612,612,48,1,1999.99
613,613,59,1,1199.99
614,614,7,1,1799.99
615,615,60,1,1299.99
616,616,41,1,899.99
617,617,78,1,799.99
618,618,32,1,179.99
619,619,57,1,699.99
620,620,11,1,649.99
621,621,17,1,699.99
622,622,56,1,1799.99
623,623,70,1,399.99
624,624,80,1,1299.99
625,625,21,1,999.99
626,626,27,1,149.99
627,627,42,1,719.99
628,628,62,1,399.99
629,629,17,1,699.99
630,630,42,1,719.99
631,631,93,1,1799.99
632,632,43,1,2099.99
633,633,82,1,699.99
634,634,91,1,1099.99
635,635,65,1,1199.99
636,636,5,1,249.99
637,637,8,1,4999.99
638,638,96,1,219.99
639,639,80,1,1299.99
640,640,17,1,699.99
641,641,35,1,279.99
642,642,72,1,169.99
643,643,67,1,279.99
644,644,80,1,1299.99
645,645,6,1,1299.99
646,646,92,1,349.99
647,647,60,1,1299.99
648,648,87,1,999.99
649,649,86,1,329.99
650,650,91,1,1099.99
651,651,33,1,149.99
652,652,64,1,249.99
653,653,43,1,2099.99
654,654,81,1,299.99
655,655,24,1,1999.99
656,656,60,1,1299.99
657,657,89,1,299.99
658,658,79,1,999.99
659,659,35,1,279.99
660,660,87,1,999.99
661,661,93,1,1799.99
662,662,62,1,399.99
663,663,93,1,1799.99
664,664,26,1,2499.99
665,665,56,1,1799.99
666,666,50,1,999.99
667,667,63,1,499.99
668,668,1,1,199.99
669,669,56,1,1799.99
670,670,14,1,999.99
671,671,23,1,1299.99
672,672,35,1,279.99
673,673,77,1,499.99
674,674,3,1,249.99
675,675,61,1,999.99
676,676,68,1,1299.99
677,677,54,1,1299.99
678,678,4,1,249.99
679,679,74,1,399.99
680,680,75,1,399.99
681,681,4,1,249.99
682,682,66,1,849.99
683,683,57,1,699.99
684,684,40,1,2499.99
685,685,88,1,349.99
686,686,28,1,149.99
687,687,57,1,699.99
688,688,27,1,149.99
689,689,19,1,999.99
690,690,65,1,1199.99
691,691,7,1,1799.99
692,692,90,1,3899.99
693,693,41,1,899.99
694,694,33,1,149.99
695,695,44,1,599.99
696,696,17,1,699.99
697,697,29,1,79.99
698,698,85,1,1199.99
699,699,70,1,399.99
700,700,26,1,2499.99
701,701,81,1,299.99
702,702,91,1,1099.99
703,703,90,1,3899.99
704,704,93,1,1799.99
705,705,20,1,999.99
706,706,21,1,999.99
707,707,41,1,899.99
708,708,50,1,999.99
709,709,96,1,219.99
710,710,60,1,1299.99
711,711,81,1,299.99
712,712,48,1,1999.99
713,713,71,1,1499.99
714,714,60,1,1299.99
715,715,49,1,1399.99
716,716,79,1,999.99
717,717,49,1,1399.99
718,718,80,1,1299.99
719,719,92,1,349.99
720,720,94,1,149.99
721,721,18,1,799.99
722,722,37,1,399.99
723,723,42,1,719.99
724,724,94,1,149.99
725,725,84,1,1799.99
726,726,70,1,399.99
727,727,2,1,549.99
728,728,34,1,279.99
729,729,58,1,249.99
730,730,80,1,1299.99
731,731,75,1,399.99
732,732,62,1,399.99
733,733,91,1,1099.99
734,734,70,1,399.99
735,735,80,1,1299.99
736,736,7,1,1799.99
737,737,64,1,249.99
738,738,49,1,1399.99
739,739,15,1,1099.99
740,740,39,1,1199.99
741,741,62,1,399.99
742,742,39,1,1199.99
743,743,81,1,299.99
744,744,78,1,799.99
745,745,75,1,399.99
746,746,10,1,329.99
747,747,3,1,249.99
748,748,10,1,329.99
749,749,47,1,999.99
750,750,94,1,149.99
751,751,25,1,2499.99
752,752,73,1,999.99
753,753,77,1,499.99
754,754,91,1,1099.99
755,755,26,1,2499.99
756,756,84,1,1799.99
757,757,67,1,279.99
758,758,98,1,2299.99
759,759,88,1,349.99
760,760,7,1,1799.99
761,761,45,1,1499.99
762,762,76,1,279.99
763,763,30,1,129.99
764,764,62,1,399.99
765,765,34,1,279.99
766,766,93,1,1799.99
767,767,97,1,1299.99
768,768,23,1,1299.99
769,769,76,1,279.99
770,770,42,1,719.99
771,771,36,1,399.99
772,772,58,1,249.99
773,773,33,1,149.99
774,774,90,1,3899.99
775,775,2,1,549.99
776,776,18,1,799.99
777,777,6,1,1299.99
778,778,3,1,249.99
779,779,63,1,499.99
780,780,78,1,799.99
781,781,58,1,249.99
782,782,20,1,999.99
783,783,7,1,1799.99
784,784,31,1,179.99
785,785,37,1,399.99
786,786,17,1,699.99
787,787,62,1,399.99
788,788,68,1,1299.99
789,789,71,1,1499.99
790,790,66,1,849.99
791,791,34,1,279.99
792,792,41,1,899.99
793,793,69,1,1799.99
794,794,96,1,219.99
795,795,46,1,1699.99
796,796,60,1,1299.99
797,797,13,1,799.99
798,798,2,1,549.99
799,799,96,1,219.99
800,800,97,1,1299.99
801,801,39,1,1199.99
802,802,15,1,1099.99
803,803,11,1,649.99
804,804,85,1,1199.99
805,805,13,1,799.99
806,806,19,1,999.99
807,807,18,1,799.99
808,808,27,1,149.99
809,809,18,1,799.99
810,810,34,1,279.99
811,811,88,1,349.99
812,812,95,1,499.99
813,813,7,1,1799.99
814,814,64,1,249.99
815,815,70,1,399.99
816,816,23,1,1299.99
817,817,78,1,799.99
818,818,55,1,649.99
819,819,45,1,1499.99
820,820,4,1,249.99
821,821,33,1,149.99
822,822,11,1,649.99
823,823,57,1,699.99
824,824,65,1,1199.99
825,825,71,1,1499.99
826,826,87,1,999.99
827,827,10,1,329.99
828,828,21,1,999.99
829,829,71,1,1499.99
830,830,86,1,329.99
831,831,8,1,4999.99
832,832,39,1,1199.99
833,833,71,1,1499.99
834,834,38,1,799.99
835,835,15,1,1099.99
836,836,37,1,399.99
837,837,55,1,649.99
838,838,83,1,699.99
839,839,29,1,79.99
840,840,81,1,299.99
841,841,79,1,999.99
842,842,2,1,549.99
843,843,71,1,1499.99
844,844,72,1,169.99
845,845,90,1,3899.99
846,846,57,1,699.99
847,847,82,1,699.99
848,848,44,1,599.99
849,849,56,1,1799.99
850,850,37,1,399.99
851,851,1,1,199.99
852,852,14,1,999.99
853,853,73,1,999.99
854,854,90,1,3899.99
855,855,47,1,999.99
856,856,27,1,149.99
857,857,8,1,4999.99
858,858,63,1,499.99
859,859,11,1,649.99
860,860,85,1,1199.99
861,861,97,1,1299.99
862,862,89,1,299.99
863,863,1,1,199.99
864,864,37,1,399.99
865,865,78,1,799.99
866,866,16,1,699.99
867,867,98,1,2299.99
868,868,79,1,999.99
869,869,78,1,799.99
870,870,50,1,999.99
871,871,80,1,1299.99
872,872,40,1,2499.99
873,873,97,1,1299.99
874,874,1,1,199.99
875,875,64,1,249.99
876,876,64,1,249.99
877,877,24,1,1999.99
878,878,18,1,799.99
879,879,31,1,179.99
880,880,58,1,249.99
881,881,90,1,3899.99
882,882,67,1,279.99
883,883,17,1,699.99
884,884,49,1,1399.99
885,885,68,1,1299.99
886,886,15,1,1099.99
887,887,55,1,649.99
888,888,89,1,299.99
889,889,46,1,1699.99
890,890,99,1,599.99
891,891,50,1,999.99
892,892,68,1,1299.99
893,893,37,1,399.99
894,894,9,1,449.99
895,895,20,1,999.99
896,896,4,1,249.99
897,897,1,1,199.99
898,898,27,1,149.99
899,899,75,1,399.99
900,900,10,1,329.99
901,901,15,1,1099.99
902,902,11,1,649.99
903,903,30,1,129.99
904,904,79,1,999.99
905,905,17,1,699.99
906,906,94,1,149.99
907,907,62,1,399.99
908,908,28,1,149.99
909,909,89,1,299.99
910,910,8,1,4999.99
911,911,30,1,129.99
912,912,22,1,1299.99
913,913,73,1,999.99
914,914,67,1,279.99
915,915,75,1,399.99
916,916,44,1,599.99
917,917,10,1,329.99
918,918,50,1,999.99
919,919,21,1,999.99
920,920,75,1,399.99
921,921,45,1,1499.99
922,922,85,1,1199.99
923,923,14,1,999.99
924,924,29,1,79.99
925,925,18,1,799.99
926,926,13,1,799.99
927,927,5,1,249.99
928,928,36,1,399.99
929,929,80,1,1299.99
930,930,27,1,149.99
931,931,15,1,1099.99
932,932,7,1,1799.99
933,933,94,1,149.99
934,934,23,1,1299.99
935,935,35,1,279.99
936,936,17,1,699.99
937,937,3,1,249.99
938,938,15,1,1099.99
939,939,47,1,999.99
940,940,92,1,349.99
941,941,34,1,279.99
942,942,95,1,499.99
943,943,29,1,79.99
944,944,28,1,149.99
945,945,9,1,449.99
946,946,22,1,1299.99
947,947,75,1,399.99
948,948,77,1,499.99
949,949,44,1,599.99
950,950,74,1,399.99
951,951,10,1,329.99
952,952,64,1,249.99
953,953,91,1,1099.99
954,954,47,1,999.99
955,955,58,1,249.99
956,956,32,1,179.99
957,957,80,1,1299.99
958,958,80,1,1299.99
959,959,50,1,999.99
960,960,29,1,79.99
961,961,95,1,499.99
962,962,26,1,2499.99
963,963,59,1,1199.99
964,964,27,1,149.99
965,965,67,1,279.99
966,966,41,1,899.99
967,967,20,1,999.99
968,968,76,1,279.99
969,969,90,1,3899.99
970,970,68,1,1299.99
971,971,20,1,999.99
972,972,82,1,699.99
973,973,11,1,649.99
974,974,22,1,1299.99
975,975,29,1,79.99
976,976,73,1,999.99
977,977,64,1,249.99
978,978,2,1,549.99
979,979,74,1,399.99
980,980,32,1,179.99
981,981,32,1,179.99
982,982,89,1,299.99
983,983,32,1,179.99
984,984,91,1,1099.99
985,985,7,1,1799.99
986,986,69,1,1799.99
987,987,36,1,399.99
988,988,35,1,279.99
989,989,49,1,1399.99
990,990,23,1,1299.99
991,991,87,1,999.99
992,992,80,1,1299.99
993,993,51,1,2099.99
994,994,17,1,699.99
995,995,60,1,1299.99
996,996,8,1,4999.99
997,997,58,1,249.99
998,998,28,1,149.99
999,999,71,1,1499.99
1000,1000,31,1,179.99
1001,1001,61,1,999.99
1002,1002,76,1,279.99
1003,1003,71,1,1499.99
1004,1004,5,1,249.99
1005,1005,59,1,1199.99
1006,1006,40,1,2499.99
1007,1007,62,1,399.99
1008,1008,73,1,999.99
1009,1009,6,1,1299.99
1010,1010,98,1,2299.99
1011,1011,21,1,999.99
1012,1012,35,1,279.99
1013,1013,30,1,129.99
1014,1014,43,1,2099.99
1015,1015,45,1,1499.99
1016,1016,25,1,2499.99
1017,1017,2,1,549.99
1018,1018,44,1,599.99
1019,1019,84,1,1799.99
1020,1020,8,1,4999.99
1021,1021,67,1,279.99
1022,1022,88,1,349.99
1023,1023,60,1,1299.99
1024,1024,73,1,999.99
1025,1025,59,1,1199.99
1026,1026,14,1,999.99
1027,1027,89,1,299.99
1028,1028,50,1,999.99
1029,1029,70,1,399.99
1030,1030,88,1,349.99
1031,1031,54,1,1299.99
1032,1032,88,1,349.99
1033,1033,60,1,1299.99
1034,1034,7,1,1799.99
1035,1035,60,1,1299.99
1036,1036,11,1,649.99
1037,1037,24,1,1999.99
1038,1038,49,1,1399.99
1039,1039,68,1,1299.99
1040,1040,37,1,399.99
1041,1041,1,1,199.99
1042,1042,57,1,699.99
1043,1043,21,1,999.99
1044,1044,27,1,149.99
1045,1045,57,1,699.99
1046,1046,12,1,599.99
1047,1047,19,1,999.99
1048,1048,76,1,279.99
1049,1049,72,1,169.99
1050,1050,79,1,999.99
1051,1051,31,1,179.99
1052,1052,59,1,1199.99
1053,1053,9,1,449.99
1054,1054,49,1,1399.99
1055,1055,45,1,1499.99
1056,1056,18,1,799.99
1057,1057,6,1,1299.99
1058,1058,4,1,249.99
1059,1059,47,1,999.99
1060,1060,49,1,1399.99
1061,1061,41,1,899.99
1062,1062,6,1,1299.99
1063,1063,47,1,999.99
1064,1064,15,1,1099.99
1065,1065,30,1,129.99
1066,1066,74,1,399.99
1067,1067,20,1,999.99
1068,1068,92,1,349.99
1069,1069,97,1,1299.99
1070,1070,18,1,799.99
1071,1071,9,1,449.99
1072,1072,55,1,649.99
1073,1073,54,1,1299.99
1074,1074,12,1,599.99
1075,1075,75,1,399.99
1076,1076,13,1,799.99
1077,1077,96,1,219.99
1078,1078,87,1,999.99
1079,1079,45,1,1499.99
1080,1080,81,1,299.99
1081,1081,84,1,1799.99
1082,1082,47,1,999.99
1083,1083,98,1,2299.99
1084,1084,41,1,899.99
1085,1085,16,1,699.99
1086,1086,77,1,499.99
1087,1087,23,1,1299.99
1088,1088,62,1,399.99
1089,1089,41,1,899.99
1090,1090,90,1,3899.99
1091,1091,24,1,1999.99
1092,1092,94,1,149.99
1093,1093,9,1,449.99
1094,1094,13,1,799.99
1095,1095,6,1,1299.99
1096,1096,6,1,1299.99
1097,1097,75,1,399.99
1098,1098,42,1,719.99
1099,1099,17,1,699.99
1100,1100,62,1,399.99
1101,1101,11,1,649.99
1102,1102,88,1,349.99
1103,1103,22,1,1299.99
1104,1104,84,1,1799.99
1105,1105,25,1,2499.99
1106,1106,73,1,999.99
1107,1107,87,1,999.99
1108,1108,82,1,699.99
1109,1109,63,1,499.99
1110,1110,84,1,1799.99
